Function,Algorithm,Iteration,MeanBest
CEC2017-F1,ARPSO-EIS,962,3786759229.174598
CEC2017-F1,ARPSO-EIS,963,3786153933.40458
CEC2017-F1,ARPSO-EIS,964,3783867517.374692
CEC2017-F1,ARPSO-EIS,965,3783488715.109792
CEC2017-F1,ARPSO-EIS,966,3783375525.878833
CEC2017-F1,ARPSO-EIS,967,3783369114.714127
CEC2017-F1,ARPSO-EIS,968,3782829613.287874
CEC2017-F1,ARPSO-EIS,969,3782692012.604215
CEC2017-F1,ARPSO-EIS,970,3782635481.148584
CEC2017-F1,ARPSO-EIS,971,3782271951.355892
CEC2017-F1,ARPSO-EIS,972,3777090104.4175854
CEC2017-F1,ARPSO-EIS,973,3775523692.4806986
CEC2017-F1,ARPSO-EIS,974,3775481883.6215415
CEC2017-F1,ARPSO-EIS,975,3775469704.088813
CEC2017-F1,ARPSO-EIS,976,3765839474.2124968
CEC2017-F1,ARPSO-EIS,977,3764156922.618175
CEC2017-F1,ARPSO-EIS,978,3763989644.061847
CEC2017-F1,ARPSO-EIS,979,3760171599.061249
CEC2017-F1,ARPSO-EIS,980,3756703127.749703
CEC2017-F1,ARPSO-EIS,981,3756270175.241527
CEC2017-F1,ARPSO-EIS,982,3755903374.063853
CEC2017-F1,ARPSO-EIS,983,3755846131.467308
CEC2017-F1,ARPSO-EIS,984,3755659848.796847
CEC2017-F1,ARPSO-EIS,985,3754023433.6796713
CEC2017-F1,ARPSO-EIS,986,3753649177.913336
CEC2017-F1,ARPSO-EIS,987,3753535718.4672656
CEC2017-F1,ARPSO-EIS,988,3751850051.714633
CEC2017-F1,ARPSO-EIS,989,3750891443.305728
CEC2017-F1,ARPSO-EIS,990,3747945626.666183
CEC2017-F1,ARPSO-EIS,991,3744084232.2038136
CEC2017-F1,ARPSO-EIS,992,3737867887.4394326
CEC2017-F1,ARPSO-EIS,993,3734254926.9995975
CEC2017-F1,ARPSO-EIS,994,3733789466.3617496
CEC2017-F1,ARPSO-EIS,995,3727363174.434366
CEC2017-F1,ARPSO-EIS,996,3715122466.6945367
CEC2017-F1,ARPSO-EIS,997,3711664779.908333
CEC2017-F1,ARPSO-EIS,998,3711352161.050162
CEC2017-F1,ARPSO-EIS,999,3709359030.262234
CEC2017-F1,ARPSO-EIS,1000,3708930562.198975
CEC2017-F1,ARPSO-EIS,1001,3708028795.5904064
CEC2017-F1,ARPSO-EIS,1002,3705604218.290916
CEC2017-F1,ARPSO-EIS,1003,3703735590.559765
CEC2017-F1,ARPSO-EIS,1004,3699295428.7306113
CEC2017-F1,ARPSO-EIS,1005,3693977048.771668
CEC2017-F1,ARPSO-EIS,1006,3691855440.9478974
CEC2017-F1,ARPSO-EIS,1007,3679307721.4102144
CEC2017-F1,ARPSO-EIS,1008,3675468482.471458
CEC2017-F1,ARPSO-EIS,1009,3675406535.629268
CEC2017-F1,ARPSO-EIS,1010,3671719641.94739
CEC2017-F1,ARPSO-EIS,1011,3671710794.9171686
CEC2017-F1,ARPSO-EIS,1012,3671702818.9181833
CEC2017-F1,ARPSO-EIS,1013,3671702078.9405465
CEC2017-F1,ARPSO-EIS,1014,3661215369.741765
CEC2017-F1,ARPSO-EIS,1015,3660397789.530551
CEC2017-F1,ARPSO-EIS,1016,3660238794.166151
CEC2017-F1,ARPSO-EIS,1017,3656335409.7016606
CEC2017-F1,ARPSO-EIS,1018,3653849247.039241
CEC2017-F1,ARPSO-EIS,1019,3653746480.7812057
CEC2017-F1,ARPSO-EIS,1020,3653341658.3131113
CEC2017-F1,ARPSO-EIS,1021,3653048140.2761655
CEC2017-F1,ARPSO-EIS,1022,3651641310.2045655
CEC2017-F1,ARPSO-EIS,1023,3642039252.0183816
CEC2017-F1,ARPSO-EIS,1024,3631510259.732653
CEC2017-F1,ARPSO-EIS,1025,3622211022.050245
CEC2017-F1,ARPSO-EIS,1026,3618876754.130549
CEC2017-F1,ARPSO-EIS,1027,3617462684.292867
CEC2017-F1,ARPSO-EIS,1028,3617181756.3492594
CEC2017-F1,ARPSO-EIS,1029,3616424251.023434
CEC2017-F1,ARPSO-EIS,1030,3615938786.590775
CEC2017-F1,ARPSO-EIS,1031,3610736475.37291
CEC2017-F1,ARPSO-EIS,1032,3610729747.2568817
CEC2017-F1,ARPSO-EIS,1033,3608666307.3084536
CEC2017-F1,ARPSO-EIS,1034,3607825644.46114
CEC2017-F1,ARPSO-EIS,1035,3607434378.647218
CEC2017-F1,ARPSO-EIS,1036,3607319727.819307
CEC2017-F1,ARPSO-EIS,1037,3600612581.5539145
CEC2017-F1,ARPSO-EIS,1038,3598630292.020425
CEC2017-F1,ARPSO-EIS,1039,3598463451.654826
CEC2017-F1,ARPSO-EIS,1040,3595377724.949318
CEC2017-F1,ARPSO-EIS,1041,3595360916.8621564
CEC2017-F1,ARPSO-EIS,1042,3591350145.2351847
CEC2017-F1,ARPSO-EIS,1043,3586884408.9161005
CEC2017-F1,ARPSO-EIS,1044,3584614836.420523
CEC2017-F1,ARPSO-EIS,1045,3584607515.556018
CEC2017-F1,ARPSO-EIS,1046,3584530830.5359173
CEC2017-F1,ARPSO-EIS,1047,3575400563.4299293
CEC2017-F1,ARPSO-EIS,1048,3575399060.07992
CEC2017-F1,ARPSO-EIS,1049,3563577206.4241085
CEC2017-F1,ARPSO-EIS,1050,3563445665.941798
CEC2017-F1,ARPSO-EIS,1051,3563411352.8250976
CEC2017-F1,ARPSO-EIS,1052,3563330497.1773973
CEC2017-F1,ARPSO-EIS,1053,3558379636.5973544
CEC2017-F1,ARPSO-EIS,1054,3557626533.320822
CEC2017-F1,ARPSO-EIS,1055,3557624869.9734097
CEC2017-F1,ARPSO-EIS,1056,3556418026.1723
CEC2017-F1,ARPSO-EIS,1057,3556417794.427771
CEC2017-F1,ARPSO-EIS,1058,3556416856.223721
CEC2017-F1,ARPSO-EIS,1059,3554096736.1633687
CEC2017-F1,ARPSO-EIS,1060,3551577994.512727
CEC2017-F1,ARPSO-EIS,1061,3551479631.550708
CEC2017-F1,ARPSO-EIS,1062,3551478287.13891
CEC2017-F1,ARPSO-EIS,1063,3551029201.575646
CEC2017-F1,ARPSO-EIS,1064,3550836288.6621857
CEC2017-F1,ARPSO-EIS,1065,3550357538.054895
CEC2017-F1,ARPSO-EIS,1066,3550355526.8700724
CEC2017-F1,ARPSO-EIS,1067,3547654695.3080606
CEC2017-F1,ARPSO-EIS,1068,3544729240.6094103
CEC2017-F1,ARPSO-EIS,1069,3542844599.7849965
CEC2017-F1,ARPSO-EIS,1070,3534503991.0590715
CEC2017-F1,ARPSO-EIS,1071,3534422836.598655
CEC2017-F1,ARPSO-EIS,1072,3534009067.724658
CEC2017-F1,ARPSO-EIS,1073,3532006605.069032
CEC2017-F1,ARPSO-EIS,1074,3532006551.924709
CEC2017-F1,ARPSO-EIS,1075,3529871120.9742265
CEC2017-F1,ARPSO-EIS,1076,3529871096.726145
CEC2017-F1,ARPSO-EIS,1077,3528600684.1763043
CEC2017-F1,ARPSO-EIS,1078,3528379305.286203
CEC2017-F1,ARPSO-EIS,1079,3528276429.4144483
CEC2017-F1,ARPSO-EIS,1080,3528273494.427233
CEC2017-F1,ARPSO-EIS,1081,3527721108.313395
CEC2017-F1,ARPSO-EIS,1082,3527409774.156281
CEC2017-F1,ARPSO-EIS,1083,3527393052.0169315
CEC2017-F1,ARPSO-EIS,1084,3526998238.568337
CEC2017-F1,ARPSO-EIS,1085,3524901937.1203547
CEC2017-F1,ARPSO-EIS,1086,3524607030.5037847
CEC2017-F1,ARPSO-EIS,1087,3524604807.89308
CEC2017-F1,ARPSO-EIS,1088,3524603964.831361
CEC2017-F1,ARPSO-EIS,1089,3524603409.4160986
CEC2017-F1,ARPSO-EIS,1090,3524555301.3294587
CEC2017-F1,ARPSO-EIS,1091,3515936484.3868804
CEC2017-F1,ARPSO-EIS,1092,3515905144.457764
CEC2017-F1,ARPSO-EIS,1093,3514276050.5688434
CEC2017-F1,ARPSO-EIS,1094,3512715739.008855
CEC2017-F1,ARPSO-EIS,1095,3511067977.0620866
CEC2017-F1,ARPSO-EIS,1096,3501689225.573012
CEC2017-F1,ARPSO-EIS,1097,3499588484.7503424
CEC2017-F1,ARPSO-EIS,1098,3485765023.253795
CEC2017-F1,ARPSO-EIS,1099,3485550639.748994
CEC2017-F1,ARPSO-EIS,1100,3475815825.3524837
CEC2017-F1,ARPSO-EIS,1101,3475810319.049258
CEC2017-F1,ARPSO-EIS,1102,3472360483.6226134
CEC2017-F1,ARPSO-EIS,1103,3472351158.9696918
CEC2017-F1,ARPSO-EIS,1104,3472047997.915562
CEC2017-F1,ARPSO-EIS,1105,3471672603.904201
CEC2017-F1,ARPSO-EIS,1106,3471671312.973887
CEC2017-F1,ARPSO-EIS,1107,3467612090.133531
CEC2017-F1,ARPSO-EIS,1108,3464149708.598668
CEC2017-F1,ARPSO-EIS,1109,3462303017.9770875
CEC2017-F1,ARPSO-EIS,1110,3461053562.147085
CEC2017-F1,ARPSO-EIS,1111,3459529407.723116
CEC2017-F1,ARPSO-EIS,1112,3458169940.548784
CEC2017-F1,ARPSO-EIS,1113,3456895735.854462
CEC2017-F1,ARPSO-EIS,1114,3456874342.355622
CEC2017-F1,ARPSO-EIS,1115,3453501584.401429
CEC2017-F1,ARPSO-EIS,1116,3453501497.1893644
CEC2017-F1,ARPSO-EIS,1117,3452850733.7512355
CEC2017-F1,ARPSO-EIS,1118,3451759882.333989
CEC2017-F1,ARPSO-EIS,1119,3451589504.277529
CEC2017-F1,ARPSO-EIS,1120,3451589474.170545
CEC2017-F1,ARPSO-EIS,1121,3451460566.8718905
CEC2017-F1,ARPSO-EIS,1122,3448856747.5304995
CEC2017-F1,ARPSO-EIS,1123,3447567503.444394
CEC2017-F1,ARPSO-EIS,1124,3445902890.1286683
CEC2017-F1,ARPSO-EIS,1125,3426249403.138695
CEC2017-F1,ARPSO-EIS,1126,3426249256.074489
CEC2017-F1,ARPSO-EIS,1127,3419566267.479418
CEC2017-F1,ARPSO-EIS,1128,3418367474.731562
CEC2017-F1,ARPSO-EIS,1129,3415991906.957642
CEC2017-F1,ARPSO-EIS,1130,3414477085.25598
CEC2017-F1,ARPSO-EIS,1131,3409956007.8791494
CEC2017-F1,ARPSO-EIS,1132,3407451579.503675
CEC2017-F1,ARPSO-EIS,1133,3406292339.6059027
CEC2017-F1,ARPSO-EIS,1134,3403481901.458641
CEC2017-F1,ARPSO-EIS,1135,3402077603.702405
CEC2017-F1,ARPSO-EIS,1136,3400868472.3572392
CEC2017-F1,ARPSO-EIS,1137,3399980577.1717205
CEC2017-F1,ARPSO-EIS,1138,3399414570.922798
CEC2017-F1,ARPSO-EIS,1139,3398471112.365497
CEC2017-F1,ARPSO-EIS,1140,3390266370.6268487
CEC2017-F1,ARPSO-EIS,1141,3388945306.8316827
CEC2017-F1,ARPSO-EIS,1142,3388870486.856117
CEC2017-F1,ARPSO-EIS,1143,3386273720.121846
CEC2017-F1,ARPSO-EIS,1144,3382108675.991575
CEC2017-F1,ARPSO-EIS,1145,3377475629.4221625
CEC2017-F1,ARPSO-EIS,1146,3373152351.889965
CEC2017-F1,ARPSO-EIS,1147,3365209890.254752
CEC2017-F1,ARPSO-EIS,1148,3364744329.298118
CEC2017-F1,ARPSO-EIS,1149,3363920915.7467403
CEC2017-F1,ARPSO-EIS,1150,3363432095.1946898
CEC2017-F1,ARPSO-EIS,1151,3362853476.3335085
CEC2017-F1,ARPSO-EIS,1152,3362494672.8552523
CEC2017-F1,ARPSO-EIS,1153,3359740976.78318
CEC2017-F1,ARPSO-EIS,1154,3358942067.34604
CEC2017-F1,ARPSO-EIS,1155,3358650927.6195784
CEC2017-F1,ARPSO-EIS,1156,3357030936.246668
CEC2017-F1,ARPSO-EIS,1157,3356521457.8780427
CEC2017-F1,ARPSO-EIS,1158,3356220117.5354013
CEC2017-F1,ARPSO-EIS,1159,3354791602.459975
CEC2017-F1,ARPSO-EIS,1160,3354605201.283505
CEC2017-F1,ARPSO-EIS,1161,3354468619.262101
CEC2017-F1,ARPSO-EIS,1162,3353729501.656351
CEC2017-F1,ARPSO-EIS,1163,3352569474.258751
CEC2017-F1,ARPSO-EIS,1164,3352277532.7682056
CEC2017-F1,ARPSO-EIS,1165,3348740522.262683
CEC2017-F1,ARPSO-EIS,1166,3348140196.6177
CEC2017-F1,ARPSO-EIS,1167,3346683372.2724223
CEC2017-F1,ARPSO-EIS,1168,3333439591.489335
CEC2017-F1,ARPSO-EIS,1169,3331931666.0321994
CEC2017-F1,ARPSO-EIS,1170,3331931665.8357296
CEC2017-F1,ARPSO-EIS,1171,3329818528.580978
CEC2017-F1,ARPSO-EIS,1172,3329148914.5586114
CEC2017-F1,ARPSO-EIS,1173,3326741351.101593
CEC2017-F1,ARPSO-EIS,1174,3326739569.6411285
CEC2017-F1,ARPSO-EIS,1175,3326699235.8747787
CEC2017-F1,ARPSO-EIS,1176,3326695333.225294
CEC2017-F1,ARPSO-EIS,1177,3325484323.848717
CEC2017-F1,ARPSO-EIS,1178,3325451478.561897
CEC2017-F1,ARPSO-EIS,1179,3319210005.471959
CEC2017-F1,ARPSO-EIS,1180,3318039191.9175115
CEC2017-F1,ARPSO-EIS,1181,3315473640.935365
CEC2017-F1,ARPSO-EIS,1182,3313499808.9868174
CEC2017-F1,ARPSO-EIS,1183,3313264448.7939577
CEC2017-F1,ARPSO-EIS,1184,3312758197.2209115
CEC2017-F1,ARPSO-EIS,1185,3312064520.4652967
CEC2017-F1,ARPSO-EIS,1186,3311372439.292113
CEC2017-F1,ARPSO-EIS,1187,3311372198.7547503
CEC2017-F1,ARPSO-EIS,1188,3307707707.6030645
CEC2017-F1,ARPSO-EIS,1189,3307276309.505456
CEC2017-F1,ARPSO-EIS,1190,3305211471.7845936
CEC2017-F1,ARPSO-EIS,1191,3305043851.717451
CEC2017-F1,ARPSO-EIS,1192,3303925671.844362
CEC2017-F1,ARPSO-EIS,1193,3301671536.9689703
CEC2017-F1,ARPSO-EIS,1194,3301385954.5447006
CEC2017-F1,ARPSO-EIS,1195,3298140661.828513
CEC2017-F1,ARPSO-EIS,1196,3295115251.9807973
CEC2017-F1,ARPSO-EIS,1197,3293213760.5427213
CEC2017-F1,ARPSO-EIS,1198,3289482425.2970176
CEC2017-F1,ARPSO-EIS,1199,3287912261.611985
CEC2017-F1,ARPSO-EIS,1200,3284571106.0263824
CEC2017-F1,ARPSO-EIS,1201,3283548824.373148
CEC2017-F1,ARPSO-EIS,1202,3282545871.6887326
CEC2017-F1,ARPSO-EIS,1203,3280384494.0358386
CEC2017-F1,ARPSO-EIS,1204,3279983408.3267684
CEC2017-F1,ARPSO-EIS,1205,3273502733.1979527
CEC2017-F1,ARPSO-EIS,1206,3269450983.9180603
CEC2017-F1,ARPSO-EIS,1207,3265920885.44868
CEC2017-F1,ARPSO-EIS,1208,3255700508.832003
CEC2017-F1,ARPSO-EIS,1209,3253196384.521528
CEC2017-F1,ARPSO-EIS,1210,3248503279.1105585
CEC2017-F1,ARPSO-EIS,1211,3248462429.634044
CEC2017-F1,ARPSO-EIS,1212,3243739854.4954767
CEC2017-F1,ARPSO-EIS,1213,3243484420.903544
CEC2017-F1,ARPSO-EIS,1214,3243482824.8035617
CEC2017-F1,ARPSO-EIS,1215,3238432924.5104427
CEC2017-F1,ARPSO-EIS,1216,3233121683.7203097
CEC2017-F1,ARPSO-EIS,1217,3231303606.3571534
CEC2017-F1,ARPSO-EIS,1218,3229400631.82392
CEC2017-F1,ARPSO-EIS,1219,3228104285.010619
CEC2017-F1,ARPSO-EIS,1220,3226645023.033771
CEC2017-F1,ARPSO-EIS,1221,3225722156.20724
CEC2017-F1,ARPSO-EIS,1222,3223373972.9133635
CEC2017-F1,ARPSO-EIS,1223,3220569519.842717
CEC2017-F1,ARPSO-EIS,1224,3217205934.148721
CEC2017-F1,ARPSO-EIS,1225,3212429092.391793
CEC2017-F1,ARPSO-EIS,1226,3212386981.3765507
CEC2017-F1,ARPSO-EIS,1227,3209927073.8034863
CEC2017-F1,ARPSO-EIS,1228,3206293736.855205
CEC2017-F1,ARPSO-EIS,1229,3204107279.196122
CEC2017-F1,ARPSO-EIS,1230,3203101520.663666
CEC2017-F1,ARPSO-EIS,1231,3201701206.29733
CEC2017-F1,ARPSO-EIS,1232,3200266334.3810887
CEC2017-F1,ARPSO-EIS,1233,3198911794.893392
CEC2017-F1,ARPSO-EIS,1234,3198907071.959165
CEC2017-F1,ARPSO-EIS,1235,3198782638.5584726
CEC2017-F1,ARPSO-EIS,1236,3196764972.6392627
CEC2017-F1,ARPSO-EIS,1237,3195589133.364265
CEC2017-F1,ARPSO-EIS,1238,3195006909.748176
CEC2017-F1,ARPSO-EIS,1239,3192641653.826625
CEC2017-F1,ARPSO-EIS,1240,3189963498.33602
CEC2017-F1,ARPSO-EIS,1241,3189747168.7161746
CEC2017-F1,ARPSO-EIS,1242,3187919469.5433207
CEC2017-F1,ARPSO-EIS,1243,3187837697.195048
CEC2017-F1,ARPSO-EIS,1244,3182019506.3514643
CEC2017-F1,ARPSO-EIS,1245,3181247955.3541784
CEC2017-F1,ARPSO-EIS,1246,3178369736.936516
CEC2017-F1,ARPSO-EIS,1247,3177779616.991247
CEC2017-F1,ARPSO-EIS,1248,3177611214.591917
CEC2017-F1,ARPSO-EIS,1249,3176683524.7182536
CEC2017-F1,ARPSO-EIS,1250,3175735676.0935483
CEC2017-F1,ARPSO-EIS,1251,3174279909.303212
CEC2017-F1,ARPSO-EIS,1252,3170718477.676876
CEC2017-F1,ARPSO-EIS,1253,3170699959.4870067
CEC2017-F1,ARPSO-EIS,1254,3169267182.845464
CEC2017-F1,ARPSO-EIS,1255,3167064781.3606877
CEC2017-F1,ARPSO-EIS,1256,3167035783.517861
CEC2017-F1,ARPSO-EIS,1257,3166684240.3389378
CEC2017-F1,ARPSO-EIS,1258,3166638994.9568906
CEC2017-F1,ARPSO-EIS,1259,3165292166.275827
CEC2017-F1,ARPSO-EIS,1260,3164312499.298717
CEC2017-F1,ARPSO-EIS,1261,3159351813.65276
CEC2017-F1,ARPSO-EIS,1262,3150897931.3921366
CEC2017-F1,ARPSO-EIS,1263,3148973329.1138964
CEC2017-F1,ARPSO-EIS,1264,3147128135.425161
CEC2017-F1,ARPSO-EIS,1265,3145518098.624352
CEC2017-F1,ARPSO-EIS,1266,3142823505.768785
CEC2017-F1,ARPSO-EIS,1267,3141946628.7906766
CEC2017-F1,ARPSO-EIS,1268,3141075855.658645
CEC2017-F1,ARPSO-EIS,1269,3134393672.87107
CEC2017-F1,ARPSO-EIS,1270,3133873130.9209914
CEC2017-F1,ARPSO-EIS,1271,3128832120.480158
CEC2017-F1,ARPSO-EIS,1272,3128220128.815313
CEC2017-F1,ARPSO-EIS,1273,3127829708.223743
CEC2017-F1,ARPSO-EIS,1274,3127157441.978263
CEC2017-F1,ARPSO-EIS,1275,3123122328.257458
CEC2017-F1,ARPSO-EIS,1276,3122953944.693288
CEC2017-F1,ARPSO-EIS,1277,3120115129.670993
CEC2017-F1,ARPSO-EIS,1278,3119761174.253881
CEC2017-F1,ARPSO-EIS,1279,3119566644.6934958
CEC2017-F1,ARPSO-EIS,1280,3119440363.002347
CEC2017-F1,ARPSO-EIS,1281,3116502733.9816766
CEC2017-F1,ARPSO-EIS,1282,3111910156.949945
CEC2017-F1,ARPSO-EIS,1283,3109685075.6275954
CEC2017-F1,ARPSO-EIS,1284,3106309151.6974635
CEC2017-F1,ARPSO-EIS,1285,3106120916.448594
CEC2017-F1,ARPSO-EIS,1286,3104704407.720948
CEC2017-F1,ARPSO-EIS,1287,3104472220.220191
CEC2017-F1,ARPSO-EIS,1288,3103390398.738419
CEC2017-F1,ARPSO-EIS,1289,3101048513.0156274
CEC2017-F1,ARPSO-EIS,1290,3101043682.7542725
CEC2017-F1,ARPSO-EIS,1291,3101040100.805919
CEC2017-F1,ARPSO-EIS,1292,3096561609.8451552
CEC2017-F1,ARPSO-EIS,1293,3095731731.478763
CEC2017-F1,ARPSO-EIS,1294,3092530021.4316106
CEC2017-F1,ARPSO-EIS,1295,3092189813.258741
CEC2017-F1,ARPSO-EIS,1296,3091925016.812117
CEC2017-F1,ARPSO-EIS,1297,3090085308.905478
CEC2017-F1,ARPSO-EIS,1298,3089598406.6718445
CEC2017-F1,ARPSO-EIS,1299,3083694492.2866206
CEC2017-F1,ARPSO-EIS,1300,3083660927.8124576
CEC2017-F1,ARPSO-EIS,1301,3082519943.6581626
CEC2017-F1,ARPSO-EIS,1302,3081216470.372109
CEC2017-F1,ARPSO-EIS,1303,3080394690.957308
CEC2017-F1,ARPSO-EIS,1304,3079431529.936174
CEC2017-F1,ARPSO-EIS,1305,3079419857.23792
CEC2017-F1,ARPSO-EIS,1306,3076567289.898385
CEC2017-F1,ARPSO-EIS,1307,3076040249.719716
CEC2017-F1,ARPSO-EIS,1308,3075950226.140532
CEC2017-F1,ARPSO-EIS,1309,3075512426.017236
CEC2017-F1,ARPSO-EIS,1310,3074950604.56535
CEC2017-F1,ARPSO-EIS,1311,3074276212.4786005
CEC2017-F1,ARPSO-EIS,1312,3074185809.217272
CEC2017-F1,ARPSO-EIS,1313,3073944200.389064
CEC2017-F1,ARPSO-EIS,1314,3073250810.744036
CEC2017-F1,ARPSO-EIS,1315,3073242905.890207
CEC2017-F1,ARPSO-EIS,1316,3072133158.168793
CEC2017-F1,ARPSO-EIS,1317,3071981469.6420183
CEC2017-F1,ARPSO-EIS,1318,3071883051.732049
CEC2017-F1,ARPSO-EIS,1319,3071361456.200342
CEC2017-F1,ARPSO-EIS,1320,3070951567.180902
CEC2017-F1,ARPSO-EIS,1321,3067286032.1132174
CEC2017-F1,ARPSO-EIS,1322,3066561979.3878226
CEC2017-F1,ARPSO-EIS,1323,3066401584.7394323
CEC2017-F1,ARPSO-EIS,1324,3064438153.550288
CEC2017-F1,ARPSO-EIS,1325,3064337246.130439
CEC2017-F1,ARPSO-EIS,1326,3064129145.357245
CEC2017-F1,ARPSO-EIS,1327,3064114038.9419675
CEC2017-F1,ARPSO-EIS,1328,3063537967.0588727
CEC2017-F1,ARPSO-EIS,1329,3063334184.6187906
CEC2017-F1,ARPSO-EIS,1330,3062068644.056986
CEC2017-F1,ARPSO-EIS,1331,3061836867.274476
CEC2017-F1,ARPSO-EIS,1332,3061418866.4171014
CEC2017-F1,ARPSO-EIS,1333,3061049573.1783447
CEC2017-F1,ARPSO-EIS,1334,3060384716.398107
CEC2017-F1,ARPSO-EIS,1335,3058996791.664418
CEC2017-F1,ARPSO-EIS,1336,3056442491.2720327
CEC2017-F1,ARPSO-EIS,1337,3056380920.3401456
CEC2017-F1,ARPSO-EIS,1338,3055128740.367295
CEC2017-F1,ARPSO-EIS,1339,3050821050.8444905
CEC2017-F1,ARPSO-EIS,1340,3047471039.5400977
CEC2017-F1,ARPSO-EIS,1341,3046338363.2881627
CEC2017-F1,ARPSO-EIS,1342,3045442321.219605
CEC2017-F1,ARPSO-EIS,1343,3045164358.9025693
CEC2017-F1,ARPSO-EIS,1344,3045134515.942172
CEC2017-F1,ARPSO-EIS,1345,3045123147.852464
CEC2017-F1,ARPSO-EIS,1346,3044272084.930876
CEC2017-F1,ARPSO-EIS,1347,3043106870.600436
CEC2017-F1,ARPSO-EIS,1348,3042714169.327153
CEC2017-F1,ARPSO-EIS,1349,3041497665.238395
CEC2017-F1,ARPSO-EIS,1350,3036339788.155914
CEC2017-F1,ARPSO-EIS,1351,3035047936.0919385
CEC2017-F1,ARPSO-EIS,1352,3033852818.529933
CEC2017-F1,ARPSO-EIS,1353,3033235135.733314
CEC2017-F1,ARPSO-EIS,1354,3030886076.2574224
CEC2017-F1,ARPSO-EIS,1355,3027396448.890244
CEC2017-F1,ARPSO-EIS,1356,3020820856.516822
CEC2017-F1,ARPSO-EIS,1357,3018832741.893442
CEC2017-F1,ARPSO-EIS,1358,3017202407.073796
CEC2017-F1,ARPSO-EIS,1359,3016079615.250703
CEC2017-F1,ARPSO-EIS,1360,3015922134.2154946
CEC2017-F1,ARPSO-EIS,1361,3013377719.773172
CEC2017-F1,ARPSO-EIS,1362,3013248863.7527905
CEC2017-F1,ARPSO-EIS,1363,3012474808.778928
CEC2017-F1,ARPSO-EIS,1364,3012474678.9238577
CEC2017-F1,ARPSO-EIS,1365,3012114974.587367
CEC2017-F1,ARPSO-EIS,1366,3007193416.778665
CEC2017-F1,ARPSO-EIS,1367,3005617650.8016386
CEC2017-F1,ARPSO-EIS,1368,3004639642.451232
CEC2017-F1,ARPSO-EIS,1369,3004433111.2797527
CEC2017-F1,ARPSO-EIS,1370,3003358373.3079143
CEC2017-F1,ARPSO-EIS,1371,3003358144.3658195
CEC2017-F1,ARPSO-EIS,1372,3002037110.328379
CEC2017-F1,ARPSO-EIS,1373,3001663879.1138225
CEC2017-F1,ARPSO-EIS,1374,3001561019.69537
CEC2017-F1,ARPSO-EIS,1375,3001145756.6309085
CEC2017-F1,ARPSO-EIS,1376,3001045296.346618
CEC2017-F1,ARPSO-EIS,1377,3000888140.239128
CEC2017-F1,ARPSO-EIS,1378,3000024395.4941845
CEC2017-F1,ARPSO-EIS,1379,2999021005.985658
CEC2017-F1,ARPSO-EIS,1380,2995221856.605182
CEC2017-F1,ARPSO-EIS,1381,2993558091.242635
CEC2017-F1,ARPSO-EIS,1382,2993267114.101716
CEC2017-F1,ARPSO-EIS,1383,2992844089.762302
CEC2017-F1,ARPSO-EIS,1384,2992198782.8251185
CEC2017-F1,ARPSO-EIS,1385,2990596163.2424803
CEC2017-F1,ARPSO-EIS,1386,2976957843.093205
CEC2017-F1,ARPSO-EIS,1387,2976298105.6441326
CEC2017-F1,ARPSO-EIS,1388,2971293033.9635468
CEC2017-F1,ARPSO-EIS,1389,2962773829.074919
CEC2017-F1,ARPSO-EIS,1390,2960368071.305618
CEC2017-F1,ARPSO-EIS,1391,2959490055.6817503
CEC2017-F1,ARPSO-EIS,1392,2957496534.9354367
CEC2017-F1,ARPSO-EIS,1393,2954749925.611165
CEC2017-F1,ARPSO-EIS,1394,2954445648.541461
CEC2017-F1,ARPSO-EIS,1395,2954171773.481097
CEC2017-F1,ARPSO-EIS,1396,2952025076.79612
CEC2017-F1,ARPSO-EIS,1397,2951598746.0691524
CEC2017-F1,ARPSO-EIS,1398,2951292540.058288
CEC2017-F1,ARPSO-EIS,1399,2947857842.4763446
CEC2017-F1,ARPSO-EIS,1400,2941221926.196931
CEC2017-F1,ARPSO-EIS,1401,2941006151.182674
CEC2017-F1,ARPSO-EIS,1402,2937831752.377269
CEC2017-F1,ARPSO-EIS,1403,2936480813.658577
CEC2017-F1,ARPSO-EIS,1404,2935018430.2573724
CEC2017-F1,ARPSO-EIS,1405,2932650667.5436487
CEC2017-F1,ARPSO-EIS,1406,2931136492.355079
CEC2017-F1,ARPSO-EIS,1407,2929206031.109273
CEC2017-F1,ARPSO-EIS,1408,2928588339.090814
CEC2017-F1,ARPSO-EIS,1409,2928133151.725658
CEC2017-F1,ARPSO-EIS,1410,2927182261.113443
CEC2017-F1,ARPSO-EIS,1411,2926686777.1761584
CEC2017-F1,ARPSO-EIS,1412,2926131549.665046
CEC2017-F1,ARPSO-EIS,1413,2925651211.1709657
CEC2017-F1,ARPSO-EIS,1414,2925619603.6183195
CEC2017-F1,ARPSO-EIS,1415,2924631279.5557265
CEC2017-F1,ARPSO-EIS,1416,2921935367.4139066
CEC2017-F1,ARPSO-EIS,1417,2920988068.680444
CEC2017-F1,ARPSO-EIS,1418,2920724210.754688
CEC2017-F1,ARPSO-EIS,1419,2919056427.834712
CEC2017-F1,ARPSO-EIS,1420,2918810655.697924
CEC2017-F1,ARPSO-EIS,1421,2917026217.8503585
CEC2017-F1,ARPSO-EIS,1422,2916440959.610471
