FunctionID,Function,Algorithm,FE,MeanBestError,StdBestError
19,F19,ARPSO-Fixed,270000,125.99512787071612,184.62851928793305
19,F19,ARPSO-Fixed,275000,125.73700603554585,184.46138743817474
19,F19,ARPSO-Fixed,280000,125.0369898932819,184.62496246581134
19,F19,ARPSO-Fixed,285000,124.86563350665595,184.58356716816266
19,F19,ARPSO-Fixed,290000,124.83591622704976,184.5674415187311
19,F19,ARPSO-Fixed,295000,124.71518302347175,184.3810834980234
19,F19,ARPSO-Fixed,300000,124.22527062249439,184.5834690362478
19,F19,ARPSO-Global,5000,2369.2541045973308,807.0500764924382
19,F19,ARPSO-Global,10000,1964.582496218114,782.3415358522918
19,F19,ARPSO-Global,15000,1755.3482639882393,692.3205857755363
19,F19,ARPSO-Global,20000,1613.999839884633,686.3299942297551
19,F19,ARPSO-Global,25000,1470.193975534606,625.1981579157491
19,F19,ARPSO-Global,30000,1355.756776070456,607.8345792016338
19,F19,ARPSO-Global,35000,1251.7129866101002,536.7384729201431
19,F19,ARPSO-Global,40000,1153.9325911123965,466.4424314275082
19,F19,ARPSO-Global,45000,1023.2376439605661,458.33297344237985
19,F19,ARPSO-Global,50000,943.4199441518596,483.5164403025769
19,F19,ARPSO-Global,55000,840.8975003299308,437.13572454614996
19,F19,ARPSO-Global,60000,757.429760729671,433.1677273418979
19,F19,ARPSO-Global,65000,638.9878710792494,402.05548089369705
19,F19,ARPSO-Global,70000,562.5780410752834,377.5973682004699
19,F19,ARPSO-Global,75000,495.6493099619399,302.3731473969123
19,F19,ARPSO-Global,80000,455.9219412044584,302.13618827924086
19,F19,ARPSO-Global,85000,426.5272158526478,293.52585966451636
19,F19,ARPSO-Global,90000,397.216218701017,277.66424307700225
19,F19,ARPSO-Global,95000,373.3642281091901,276.86266961757946
19,F19,ARPSO-Global,100000,312.7310195457318,258.6181241235082
19,F19,ARPSO-Global,105000,280.10077462850523,247.3752431049498
19,F19,ARPSO-Global,110000,256.4785286059947,241.8468980482141
19,F19,ARPSO-Global,115000,228.35651900785308,222.59290400533695
19,F19,ARPSO-Global,120000,208.28285981091452,206.65723394370423
19,F19,ARPSO-Global,125000,199.0717455405543,199.88072313693863
19,F19,ARPSO-Global,130000,188.98443707653811,196.61832152983277
19,F19,ARPSO-Global,135000,177.31743273798335,195.38410042469067
19,F19,ARPSO-Global,140000,165.45596352246002,193.54730830374484
19,F19,ARPSO-Global,145000,151.70411758636143,186.65686925039984
19,F19,ARPSO-Global,150000,143.9858978575748,185.95353357370388
19,F19,ARPSO-Global,155000,133.73718598030138,183.75042611892295
19,F19,ARPSO-Global,160000,125.19028291463182,177.13151329756406
19,F19,ARPSO-Global,165000,115.55506134631992,173.4834273456582
19,F19,ARPSO-Global,170000,112.55087638257737,170.81344954066665
19,F19,ARPSO-Global,175000,109.40322542562168,168.36110714351614
19,F19,ARPSO-Global,180000,107.99976157813586,166.92978206928169
19,F19,ARPSO-Global,185000,106.30408434650768,165.1338071009951
19,F19,ARPSO-Global,190000,103.71159295282976,162.51783222170982
19,F19,ARPSO-Global,195000,101.7935948859645,160.33126537993633
19,F19,ARPSO-Global,200000,100.46579795202975,159.5961517894726
19,F19,ARPSO-Global,205000,99.4064834804361,158.258578556206
19,F19,ARPSO-Global,210000,97.3430792703186,153.85993973779074
19,F19,ARPSO-Global,215000,96.24342405507642,152.63064962968795
19,F19,ARPSO-Global,220000,95.56835052178504,151.10552252514017
19,F19,ARPSO-Global,225000,94.96933120821306,150.41330213573715
19,F19,ARPSO-Global,230000,94.73489137093033,150.13572959586216
19,F19,ARPSO-Global,235000,94.57450868181935,149.92622088273222
19,F19,ARPSO-Global,240000,94.47997288049855,149.79563885232469
19,F19,ARPSO-Global,245000,94.43562256736566,149.75414737434338
19,F19,ARPSO-Global,250000,94.3693519334234,149.75228645960865
19,F19,ARPSO-Global,255000,94.29534726851067,149.73513201078512
19,F19,ARPSO-Global,260000,94.26558631223791,149.72897733787894
19,F19,ARPSO-Global,265000,94.25203635512953,149.72623486919488
19,F19,ARPSO-Global,270000,94.24436452173241,149.72447872427796
19,F19,ARPSO-Global,275000,94.23964165054048,149.72340192214395
19,F19,ARPSO-Global,280000,94.22042581995596,149.71974371854753
19,F19,ARPSO-Global,285000,94.19948042184743,149.71407028239423
19,F19,ARPSO-Global,290000,94.19616200682343,149.71348186797218
19,F19,ARPSO-Global,295000,94.19295147776447,149.71278094607052
19,F19,ARPSO-Global,300000,93.29151368819096,152.96226433847312
19,F19,ARPSO-Local,5000,2206.1967254091314,627.6708984888294
19,F19,ARPSO-Local,10000,1889.558049710787,567.1821162526481
19,F19,ARPSO-Local,15000,1599.9207799911853,635.512942416838
19,F19,ARPSO-Local,20000,1461.5005249418093,567.1966643030567
19,F19,ARPSO-Local,25000,1341.9049778347478,537.9063102334063
19,F19,ARPSO-Local,30000,1210.2834461780392,514.8784674135521
19,F19,ARPSO-Local,35000,1121.9554810972006,530.6912444013591
19,F19,ARPSO-Local,40000,1048.3885839363359,524.508250107563
19,F19,ARPSO-Local,45000,975.8228863639937,529.1881261934377
19,F19,ARPSO-Local,50000,893.3569613245847,520.0360183532432
19,F19,ARPSO-Local,55000,802.9230612637762,476.28897358542974
19,F19,ARPSO-Local,60000,731.2542560285001,451.8433080036114
19,F19,ARPSO-Local,65000,691.7034419111584,451.14818680130367
19,F19,ARPSO-Local,70000,617.0468653628355,444.7628975310565
19,F19,ARPSO-Local,75000,524.9026988408862,355.3684200607906
19,F19,ARPSO-Local,80000,495.5091369963545,343.1743890248443
19,F19,ARPSO-Local,85000,442.74750541335675,313.40008609180956
19,F19,ARPSO-Local,90000,413.12685830128373,315.47657721971586
19,F19,ARPSO-Local,95000,386.88766166916656,306.3461554506032
19,F19,ARPSO-Local,100000,378.0127840754787,305.28270567074094
19,F19,ARPSO-Local,105000,361.44484487606803,288.62333246422156
19,F19,ARPSO-Local,110000,339.36870038877095,279.6353171693701
19,F19,ARPSO-Local,115000,314.08706575460286,283.0425144711963
19,F19,ARPSO-Local,120000,297.4430598131881,279.3452106831318
19,F19,ARPSO-Local,125000,281.62760465334964,275.18434901042224
19,F19,ARPSO-Local,130000,266.1801810444657,273.8062929790879
19,F19,ARPSO-Local,135000,235.48997683825976,269.9225187671909
19,F19,ARPSO-Local,140000,224.52361139624557,272.4557291155416
19,F19,ARPSO-Local,145000,216.905067588435,265.60299145230795
19,F19,ARPSO-Local,150000,210.5202333534121,258.8720640968798
19,F19,ARPSO-Local,155000,196.91131299227405,249.24235420494182
19,F19,ARPSO-Local,160000,190.17759559165714,241.60112552860622
19,F19,ARPSO-Local,165000,185.28154363117696,237.78236993143014
19,F19,ARPSO-Local,170000,178.77939367351883,237.1895227639829
19,F19,ARPSO-Local,175000,175.42099968927218,233.63824597121476
19,F19,ARPSO-Local,180000,173.47154571690766,233.54311541137636
19,F19,ARPSO-Local,185000,169.2950545283819,234.17140222400974
19,F19,ARPSO-Local,190000,167.30189625555252,233.50455028271088
19,F19,ARPSO-Local,195000,165.21345053562854,231.63395877731594
19,F19,ARPSO-Local,200000,162.72479422966845,231.39052472438848
19,F19,ARPSO-Local,205000,160.7467289361672,230.89106163350942
19,F19,ARPSO-Local,210000,158.6151665859943,230.52278684668727
19,F19,ARPSO-Local,215000,157.01542013538815,229.1963943202327
19,F19,ARPSO-Local,220000,154.79797812384214,228.03620181555394
19,F19,ARPSO-Local,225000,152.77687146445763,226.36829195058243
19,F19,ARPSO-Local,230000,151.49047891854352,225.5339562395175
19,F19,ARPSO-Local,235000,150.38118599598107,225.65069467338085
19,F19,ARPSO-Local,240000,149.50414139836292,225.82903636049528
19,F19,ARPSO-Local,245000,148.6461695526674,225.56324247166725
19,F19,ARPSO-Local,250000,147.83588074385182,223.9730882108412
19,F19,ARPSO-Local,255000,147.54342775099923,223.89319451564091
19,F19,ARPSO-Local,260000,147.20747417428893,223.17416331122138
19,F19,ARPSO-Local,265000,146.7945963782463,222.3734768407713
19,F19,ARPSO-Local,270000,146.63367003972903,222.23647968950192
19,F19,ARPSO-Local,275000,146.53285912933214,222.22624136588936
19,F19,ARPSO-Local,280000,146.3464073568701,222.02123511907595
19,F19,ARPSO-Local,285000,139.67332019059558,216.3079138391076
19,F19,ARPSO-Local,290000,139.18655060622908,216.14901357390724
19,F19,ARPSO-Local,295000,138.9094154254505,216.05129849786653
19,F19,ARPSO-Local,300000,128.03364183240816,219.17347370986036
19,F19,ARPSO-SRR,5000,2256.5822272174273,728.4432355180514
19,F19,ARPSO-SRR,10000,1852.9230909472583,629.5379447005065
19,F19,ARPSO-SRR,15000,1456.1152425095668,493.81173173974037
19,F19,ARPSO-SRR,20000,1279.954077527712,425.4297082962046
19,F19,ARPSO-SRR,25000,1099.998171582783,341.4542083353044
19,F19,ARPSO-SRR,30000,1025.1117928127603,327.9516669091937
19,F19,ARPSO-SRR,35000,973.1065759356771,332.2639889150703
19,F19,ARPSO-SRR,40000,868.4802790870588,282.451224569157
19,F19,ARPSO-SRR,45000,799.8655902391552,304.60641357880843
19,F19,ARPSO-SRR,50000,750.7905211280375,296.5172225904252
19,F19,ARPSO-SRR,55000,620.3337056617428,313.35095689570875
19,F19,ARPSO-SRR,60000,557.8139108496783,313.0238891382688
19,F19,ARPSO-SRR,65000,487.76405713925453,277.9673170064503
19,F19,ARPSO-SRR,70000,457.66027835419374,279.67045708062756
19,F19,ARPSO-SRR,75000,424.52486207389666,269.5485614817467
19,F19,ARPSO-SRR,80000,387.4979836587364,256.0580053691323
19,F19,ARPSO-SRR,85000,370.20107360837693,252.96923987946113
19,F19,ARPSO-SRR,90000,352.26049220505945,256.6710887912195
19,F19,ARPSO-SRR,95000,327.80817782363863,257.67711177888634
19,F19,ARPSO-SRR,100000,300.8904680665747,252.83988073009098
19,F19,ARPSO-SRR,105000,271.1095260119559,225.7891386516995
19,F19,ARPSO-SRR,110000,247.80965832274396,220.43790783610135
19,F19,ARPSO-SRR,115000,234.03338291143575,215.75874495785123
19,F19,ARPSO-SRR,120000,223.82428161697825,213.52426868317812
19,F19,ARPSO-SRR,125000,208.5445733939321,215.01611697591215
19,F19,ARPSO-SRR,130000,187.14148551939283,201.60048745733454
19,F19,ARPSO-SRR,135000,174.02802926659248,189.76954815658
19,F19,ARPSO-SRR,140000,161.1947557952467,185.9688770874852
19,F19,ARPSO-SRR,145000,149.43202876972893,181.99634539242612
19,F19,ARPSO-SRR,150000,133.82904781012755,175.65715400231812
19,F19,ARPSO-SRR,155000,122.37192235861424,177.95271589091
19,F19,ARPSO-SRR,160000,113.7364414076811,175.72797340763046
19,F19,ARPSO-SRR,165000,110.23395335655555,175.46579454522768
19,F19,ARPSO-SRR,170000,104.06072051991572,172.29077478464177
19,F19,ARPSO-SRR,175000,99.8549140256439,170.27218231574446
19,F19,ARPSO-SRR,180000,97.47236591463705,169.276102459015
19,F19,ARPSO-SRR,185000,95.88390728623084,168.71276357307306
19,F19,ARPSO-SRR,190000,93.59266905817127,168.57497541287688
19,F19,ARPSO-SRR,195000,91.26300641343501,168.0656177487046
19,F19,ARPSO-SRR,200000,90.24821461508381,167.96319495840052
19,F19,ARPSO-SRR,205000,85.68298868657028,163.76582658059652
19,F19,ARPSO-SRR,210000,80.28583883116629,163.16119453431412
19,F19,ARPSO-SRR,215000,78.94063556813559,162.31113220808092
19,F19,ARPSO-SRR,220000,77.43411524625171,161.33629318223325
19,F19,ARPSO-SRR,225000,76.84972868962284,161.15682283005418
19,F19,ARPSO-SRR,230000,75.95788898515359,161.13969790596488
19,F19,ARPSO-SRR,235000,74.94285492995759,161.40050638449353
19,F19,ARPSO-SRR,240000,74.71136643086756,161.29553127144897
19,F19,ARPSO-SRR,245000,74.53709415160532,161.23858114463354
19,F19,ARPSO-SRR,250000,73.90445598228352,160.9052639773645
19,F19,ARPSO-SRR,255000,73.56956004763593,160.72023144578472
19,F19,ARPSO-SRR,260000,73.01127131278669,160.72513061695838
19,F19,ARPSO-SRR,265000,72.88032108769748,160.68274290010217
19,F19,ARPSO-SRR,270000,72.71134496797245,160.4897250915859
19,F19,ARPSO-SRR,275000,72.59957878186181,160.42224103208937
19,F19,ARPSO-SRR,280000,71.84978211789272,160.61984155427606
19,F19,ARPSO-SRR,285000,71.73782825704966,160.61810894405298
19,F19,ARPSO-SRR,290000,71.69223325013503,160.60267597494172
19,F19,ARPSO-SRR,295000,71.60391921537934,160.52583457180543
19,F19,ARPSO-SRR,300000,65.72007840121518,154.41003171927957
19,F19,PSO-RS,5000,2596.6440166848997,855.2965803407053
19,F19,PSO-RS,10000,2097.019930534885,699.832359856738
19,F19,PSO-RS,15000,1789.9249508156875,575.3188969246298
19,F19,PSO-RS,20000,1648.5751435842017,522.0167097051101
19,F19,PSO-RS,25000,1424.4815321946246,418.323144002689
19,F19,PSO-RS,30000,1325.8529172515753,392.82913360369633
19,F19,PSO-RS,35000,1247.8016461948268,416.37802706245265
19,F19,PSO-RS,40000,1156.8028700112202,399.6165895408243
19,F19,PSO-RS,45000,1061.159480630316,401.3289006014012
19,F19,PSO-RS,50000,969.9063386356019,397.7061046554409
19,F19,PSO-RS,55000,889.5120069852287,378.5142774683943
19,F19,PSO-RS,60000,832.8317950802742,400.7835090556082
19,F19,PSO-RS,65000,748.345653498546,379.4308129759792
19,F19,PSO-RS,70000,683.0646113343136,392.3391641793306
19,F19,PSO-RS,75000,633.1838281528561,387.84221153113094
19,F19,PSO-RS,80000,551.1040691449523,371.61770005565097
19,F19,PSO-RS,85000,520.8379569062209,373.9985632980804
19,F19,PSO-RS,90000,491.4980388198775,374.22237384188816
19,F19,PSO-RS,95000,451.59165875252876,372.39532476754533
19,F19,PSO-RS,100000,432.57589946440095,371.7115458651038
19,F19,PSO-RS,105000,419.8501161856881,363.2735749688451
19,F19,PSO-RS,110000,408.129960594909,349.185304833686
19,F19,PSO-RS,115000,390.19763173432267,347.22245465653964
19,F19,PSO-RS,120000,384.630718403247,346.6749323814363
19,F19,PSO-RS,125000,377.1478407387652,346.6282879244165
19,F19,PSO-RS,130000,359.205933909335,338.69431851288743
19,F19,PSO-RS,135000,339.9200726065054,341.52800474491414
19,F19,PSO-RS,140000,327.709973944817,334.31251262899104
19,F19,PSO-RS,145000,319.86428785740907,329.9435500311657
19,F19,PSO-RS,150000,310.94880233449436,331.60012404741553
19,F19,PSO-RS,155000,296.7689735159377,324.5912567452595
19,F19,PSO-RS,160000,278.9758253693245,311.14346947535375
19,F19,PSO-RS,165000,272.33839922048384,308.87801543015877
19,F19,PSO-RS,170000,264.36225734008497,304.14563233518106
19,F19,PSO-RS,175000,259.17227254663715,303.42383749677117
19,F19,PSO-RS,180000,250.85080253335886,300.67487828828763
19,F19,PSO-RS,185000,244.33788592049714,300.67903253710864
19,F19,PSO-RS,190000,240.14513229172172,299.07479243146787
19,F19,PSO-RS,195000,233.17238649491426,292.92384314438533
19,F19,PSO-RS,200000,227.4245985275501,292.7956483681759
19,F19,PSO-RS,205000,224.54528737644222,291.81369943744534
19,F19,PSO-RS,210000,218.4660780220875,291.59402184809477
19,F19,PSO-RS,215000,216.63130970169786,290.7833220873854
19,F19,PSO-RS,220000,212.92434577876756,290.63794383000607
19,F19,PSO-RS,225000,208.73404377018178,291.9270075291612
19,F19,PSO-RS,230000,205.64866413364524,293.6441386602363
19,F19,PSO-RS,235000,203.0535487340386,290.87878095972206
19,F19,PSO-RS,240000,201.22194973421165,290.58145412082195
19,F19,PSO-RS,245000,199.75607321769766,288.998923919804
19,F19,PSO-RS,250000,196.48386554154112,286.3380663141935
19,F19,PSO-RS,255000,194.96958845881792,284.0633615043503
19,F19,PSO-RS,260000,194.51895076243272,283.7990221876497
19,F19,PSO-RS,265000,192.01238980244324,281.79191448267744
19,F19,PSO-RS,270000,190.76298730552384,282.1164610823702
19,F19,PSO-RS,275000,189.30475172630992,282.2659758985708
19,F19,PSO-RS,280000,188.77454685104985,282.07544248880527
19,F19,PSO-RS,285000,183.40171402669648,280.7763187248605
19,F19,PSO-RS,290000,181.87412386970905,280.6986210210863
19,F19,PSO-RS,295000,179.55465929294763,280.1331419102087
19,F19,PSO-RS,300000,171.94952529963837,275.8526003113147
20,F20,ARPSO-EIS,5000,5498.255690777275,2358.8621076219224
20,F20,ARPSO-EIS,10000,4961.770963447275,1977.549722340615
20,F20,ARPSO-EIS,15000,4369.966405005161,1607.5405526243028
20,F20,ARPSO-EIS,20000,3942.236340604038,1394.7861798707263
20,F20,ARPSO-EIS,25000,3622.8604999757154,1222.520191239408
20,F20,ARPSO-EIS,30000,3390.8365037156223,1089.2004957990864
20,F20,ARPSO-EIS,35000,3173.6914595939993,1029.5788420414399
20,F20,ARPSO-EIS,40000,3019.7242188388677,951.2369009049885
20,F20,ARPSO-EIS,45000,2841.4763739547943,929.9136030345738
20,F20,ARPSO-EIS,50000,2597.1747686346034,747.1844296963485
20,F20,ARPSO-EIS,55000,2408.8149410907477,719.1146992752892
20,F20,ARPSO-EIS,60000,2245.319537525192,599.5639624956925
20,F20,ARPSO-EIS,65000,2107.048397099878,581.0809240154967
20,F20,ARPSO-EIS,70000,1971.867708494366,621.7974459320234
20,F20,ARPSO-EIS,75000,1854.894424416332,629.8556087108499
20,F20,ARPSO-EIS,80000,1694.4629664830356,550.9534084854253
20,F20,ARPSO-EIS,85000,1518.8409438125066,395.29687554265536
20,F20,ARPSO-EIS,90000,1361.8840583690546,370.0223782437319
20,F20,ARPSO-EIS,95000,1269.1213867018848,371.6903428195646
20,F20,ARPSO-EIS,100000,1139.8957913152633,328.0430553800865
20,F20,ARPSO-EIS,105000,1023.2222665130762,319.79756842904027
20,F20,ARPSO-EIS,110000,928.1110054720381,338.7201818886272
20,F20,ARPSO-EIS,115000,900.6982786688963,343.74151718744776
20,F20,ARPSO-EIS,120000,844.5734699367421,326.3858937098091
20,F20,ARPSO-EIS,125000,813.2104571781507,312.3358688893707
20,F20,ARPSO-EIS,130000,744.3836764594507,259.8548899380351
20,F20,ARPSO-EIS,135000,700.9806451828043,251.62461452911816
20,F20,ARPSO-EIS,140000,677.5305437848268,260.1124922924491
20,F20,ARPSO-EIS,145000,656.7895544090245,268.4439923381703
20,F20,ARPSO-EIS,150000,624.4702718859576,247.4493379836836
20,F20,ARPSO-EIS,155000,598.0899925621179,252.72226855229368
20,F20,ARPSO-EIS,160000,580.3200668316036,260.6886484255982
20,F20,ARPSO-EIS,165000,555.6729978013035,265.4417226833398
20,F20,ARPSO-EIS,170000,537.734550407185,271.66040456472876
20,F20,ARPSO-EIS,175000,514.563745715054,276.46959131047805
20,F20,ARPSO-EIS,180000,469.1244803357867,234.08355605122114
20,F20,ARPSO-EIS,185000,430.4248613510828,229.4727611382564
20,F20,ARPSO-EIS,190000,403.6613674154702,235.89056118130583
20,F20,ARPSO-EIS,195000,391.02626343082557,237.60794015288488
20,F20,ARPSO-EIS,200000,379.512627760382,237.8315667887706
20,F20,ARPSO-EIS,205000,370.043371448475,236.7938789187855
20,F20,ARPSO-EIS,210000,363.55571018966435,235.56532191053697
20,F20,ARPSO-EIS,215000,357.85294526161425,233.3607701275826
20,F20,ARPSO-EIS,220000,350.86478023010045,231.28711945147734
20,F20,ARPSO-EIS,225000,344.63262746083126,228.5645205989977
20,F20,ARPSO-EIS,230000,341.00861963436756,227.43097159819953
20,F20,ARPSO-EIS,235000,338.25954384949705,226.44891785002363
20,F20,ARPSO-EIS,240000,336.0469360457566,225.37399484445078
20,F20,ARPSO-EIS,245000,334.3350262391134,225.21154247533636
20,F20,ARPSO-EIS,250000,332.19149317536096,224.70447654554374
20,F20,ARPSO-EIS,255000,330.81189931048607,224.43744374044707
20,F20,ARPSO-EIS,260000,329.86679209166556,224.30693657042013
20,F20,ARPSO-EIS,265000,329.4528392484482,224.3164102121746
20,F20,ARPSO-EIS,270000,329.303324819604,224.36695394818287
20,F20,ARPSO-EIS,275000,328.94354107684313,224.39888221783778
20,F20,ARPSO-EIS,280000,328.8663358852243,224.3974312853864
20,F20,ARPSO-EIS,285000,328.8228123327671,224.4016942438507
20,F20,ARPSO-EIS,290000,328.76183549206684,224.39956837612147
20,F20,ARPSO-EIS,295000,315.6139615729782,177.2779655871059
20,F20,ARPSO-EIS,300000,302.3382807094104,159.26242574183252
20,F20,ARPSO-Fixed,5000,5726.737431572385,2504.2007089612302
20,F20,ARPSO-Fixed,10000,4970.572553850532,1885.4144807556218
20,F20,ARPSO-Fixed,15000,4465.573622300735,1527.2185844595087
20,F20,ARPSO-Fixed,20000,4076.5328329450376,1330.7883298167872
20,F20,ARPSO-Fixed,25000,3828.1378998729438,1219.5269969029127
20,F20,ARPSO-Fixed,30000,3471.182859661613,992.6289710410593
20,F20,ARPSO-Fixed,35000,3203.4721319104187,914.3864445859913
20,F20,ARPSO-Fixed,40000,2966.3784976429793,808.2132088340393
20,F20,ARPSO-Fixed,45000,2704.128306674217,680.1769730675985
20,F20,ARPSO-Fixed,50000,2456.671559235421,556.9859467709533
20,F20,ARPSO-Fixed,55000,2251.549311450854,518.7816626748656
20,F20,ARPSO-Fixed,60000,2140.067593599008,479.52552540928883
20,F20,ARPSO-Fixed,65000,1978.8658529768613,475.41847127210883
20,F20,ARPSO-Fixed,70000,1830.9158076216513,486.56779756780116
20,F20,ARPSO-Fixed,75000,1707.5756473763176,490.09132786694653
20,F20,ARPSO-Fixed,80000,1585.2577415258754,494.9678156078635
20,F20,ARPSO-Fixed,85000,1478.6811019957029,507.79411893299357
20,F20,ARPSO-Fixed,90000,1366.7682422378348,447.7887584354524
20,F20,ARPSO-Fixed,95000,1268.5861996899819,437.4329551141768
20,F20,ARPSO-Fixed,100000,1137.2127579696657,358.73566258538125
20,F20,ARPSO-Fixed,105000,1037.3605765069083,347.55162842272904
20,F20,ARPSO-Fixed,110000,983.6495960499292,354.8823785525791
20,F20,ARPSO-Fixed,115000,934.7408247576748,337.19050772866257
20,F20,ARPSO-Fixed,120000,902.4941625072977,332.72026120277707
20,F20,ARPSO-Fixed,125000,837.0349114778534,290.13036407808437
20,F20,ARPSO-Fixed,130000,812.0397279647591,284.5150232958534
20,F20,ARPSO-Fixed,135000,792.2630566893365,281.57939945713684
20,F20,ARPSO-Fixed,140000,739.631605795501,230.78431852296333
20,F20,ARPSO-Fixed,145000,699.1726479424742,213.81797843803776
20,F20,ARPSO-Fixed,150000,646.1643120415031,179.65086316603788
20,F20,ARPSO-Fixed,155000,602.947742198155,174.13170237450043
20,F20,ARPSO-Fixed,160000,572.5219417076594,170.9237795936229
20,F20,ARPSO-Fixed,165000,542.5430675986073,185.01250432848673
20,F20,ARPSO-Fixed,170000,524.2511740643879,195.26059215749623
20,F20,ARPSO-Fixed,175000,504.87174956726597,204.74929837654867
20,F20,ARPSO-Fixed,180000,497.02101924405173,208.89006333315962
20,F20,ARPSO-Fixed,185000,475.4030297586208,194.0425273264601
20,F20,ARPSO-Fixed,190000,453.0865574655096,193.19778344160997
20,F20,ARPSO-Fixed,195000,438.0565307822977,197.04420665266468
20,F20,ARPSO-Fixed,200000,430.40870308673135,200.3277600129794
20,F20,ARPSO-Fixed,205000,407.8483945370577,196.377994418473
20,F20,ARPSO-Fixed,210000,395.38409196271175,201.5679885017274
20,F20,ARPSO-Fixed,215000,389.62339427387485,203.81687452076787
20,F20,ARPSO-Fixed,220000,350.4574019951332,178.52534760183752
20,F20,ARPSO-Fixed,225000,330.42004616406683,184.87281204192635
20,F20,ARPSO-Fixed,230000,324.36125617122536,189.28787406074713
20,F20,ARPSO-Fixed,235000,322.05248617679314,190.8064104057852
20,F20,ARPSO-Fixed,240000,320.7582473279368,191.5970845843432
20,F20,ARPSO-Fixed,245000,320.1679675862701,191.96603295255633
20,F20,ARPSO-Fixed,250000,319.8945318438324,192.14643613156267
20,F20,ARPSO-Fixed,255000,319.73266948392484,192.23591535427855
20,F20,ARPSO-Fixed,260000,317.8017918981369,191.80806115740415
20,F20,ARPSO-Fixed,265000,317.4310014974025,191.6643921208554
20,F20,ARPSO-Fixed,270000,316.03411513735654,190.78445920308675
20,F20,ARPSO-Fixed,275000,315.70162931912967,190.61673834243865
20,F20,ARPSO-Fixed,280000,315.62317043221435,190.58701912023267
20,F20,ARPSO-Fixed,285000,315.5765624449604,190.57250202777962
20,F20,ARPSO-Fixed,290000,315.54905279115206,190.56558933254473
20,F20,ARPSO-Fixed,295000,315.4940470099952,190.5461134819861
20,F20,ARPSO-Fixed,300000,320.1988708611596,195.66169079254638
20,F20,ARPSO-Global,5000,5589.146791522432,3774.8211711443755
20,F20,ARPSO-Global,10000,4824.735329883106,2849.345038309906
20,F20,ARPSO-Global,15000,4466.887115513677,2679.149175198298
20,F20,ARPSO-Global,20000,4208.655827765743,2380.9760632716548
20,F20,ARPSO-Global,25000,3823.3966870415657,1963.1332884151022
20,F20,ARPSO-Global,30000,3601.1377859058916,1679.3773842139346
20,F20,ARPSO-Global,35000,3304.527503290588,1414.5934991161066
20,F20,ARPSO-Global,40000,2989.368258449803,1188.016218338474
20,F20,ARPSO-Global,45000,2874.02008598808,1121.5602686413615
20,F20,ARPSO-Global,50000,2767.9461649017653,1079.8998252016945
20,F20,ARPSO-Global,55000,2686.341685524656,1021.0085737402402
20,F20,ARPSO-Global,60000,2497.904649847491,732.4675981179648
20,F20,ARPSO-Global,65000,2406.6533897966715,662.2608227372851
20,F20,ARPSO-Global,70000,2270.7986254951675,597.0027704432043
20,F20,ARPSO-Global,75000,2203.1214542895905,566.1842085612133
20,F20,ARPSO-Global,80000,2129.3145768468894,535.4123862247388
20,F20,ARPSO-Global,85000,2047.9763814015678,518.9574130198263
20,F20,ARPSO-Global,90000,1990.4018441710755,476.2966460491363
20,F20,ARPSO-Global,95000,1943.3293930985712,476.97593568547677
20,F20,ARPSO-Global,100000,1891.8715296961548,495.31015920753674
20,F20,ARPSO-Global,105000,1841.6923537630908,500.7273526121924
20,F20,ARPSO-Global,110000,1783.3043758013196,525.0234087189178
20,F20,ARPSO-Global,115000,1721.5141734160638,555.9130678848875
20,F20,ARPSO-Global,120000,1692.790419122471,570.8404926716275
20,F20,ARPSO-Global,125000,1626.4474450660398,513.1262968864961
20,F20,ARPSO-Global,130000,1592.1154547329495,499.19454931763823
20,F20,ARPSO-Global,135000,1558.8487392848613,506.10109289602536
20,F20,ARPSO-Global,140000,1519.2505422622592,517.5061479594801
20,F20,ARPSO-Global,145000,1398.6795276655164,547.7631813301822
20,F20,ARPSO-Global,150000,1362.8244756463944,572.3928871074725
20,F20,ARPSO-Global,155000,1342.4854688422754,580.5699517358247
20,F20,ARPSO-Global,160000,1301.5636552298924,567.4812028985687
20,F20,ARPSO-Global,165000,1275.3451605244386,564.2874992296017
20,F20,ARPSO-Global,170000,1202.7803796960013,551.0610934110967
20,F20,ARPSO-Global,175000,1107.4600039820434,584.560285924436
20,F20,ARPSO-Global,180000,1037.525614644128,550.8534854048129
20,F20,ARPSO-Global,185000,1004.3463985856803,551.141205912712
20,F20,ARPSO-Global,190000,981.4493674598722,547.051989220506
20,F20,ARPSO-Global,195000,959.8176939357503,538.9287740818696
20,F20,ARPSO-Global,200000,932.4529226641953,541.997199740498
20,F20,ARPSO-Global,205000,922.6506548102524,544.2991569370881
20,F20,ARPSO-Global,210000,917.3829936764466,544.416908621637
20,F20,ARPSO-Global,215000,885.395495996256,514.3302516199789
20,F20,ARPSO-Global,220000,875.0753441246517,509.3520159625403
20,F20,ARPSO-Global,225000,836.0579629955852,472.41639111463473
20,F20,ARPSO-Global,230000,822.5498761157236,459.85764749673604
20,F20,ARPSO-Global,235000,793.2794411571109,431.8757904205997
20,F20,ARPSO-Global,240000,784.2508961709259,424.6830491508486
20,F20,ARPSO-Global,245000,779.2968357405623,421.5173568683203
20,F20,ARPSO-Global,250000,732.9312297921466,387.13016155703986
