source_file,Algorithm,Function,CurveBin,__rows,MeanBest__min,MeanBest__max
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,17,5,0.0289997708467732,0.0307350171758306
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,18,7,0.0265059470229213,0.0286613135494576
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,19,8,0.0241002196620987,0.0261914968371305
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,20,10,0.022879063035532,0.0241002196620987
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,21,12,0.0216211759378779,0.022879063035532
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,22,14,0.0193565453530898,0.0215543905813963
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,23,17,0.0181188076752543,0.0190634079663103
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,24,22,0.0166826190397425,0.0181188076752543
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,25,25,0.0161116240610075,0.0166826190397425
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,26,31,0.0156529519665393,0.0160818464075949
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,27,38,0.0144468588914567,0.0156326732379663
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,28,46,0.0138385652640105,0.0144468588914567
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,29,55,0.0135068533185138,0.0138385652640105
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,30,67,0.012184664795609,0.0135068533185138
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,31,81,0.0115067832500282,0.012184664795609
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,32,98,0.0104632479457526,0.0115067832500282
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,33,119,0.007993356195368,0.0104632479457526
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,34,144,0.0053448387057907,0.007993356195368
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,35,174,0.0038658331452135,0.005344753959658
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,36,212,0.0036762250419277,0.0038595414533006
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,37,256,0.0028429172869891,0.0036762248817467
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,38,311,0.0015809620993801,0.0028422414897515
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,39,376,0.000442382765478,0.0015728554084489
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,40,456,0.0001548217967031,0.0004420677717121
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,41,552,0.0001051208543875,0.0001543507351016
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,42,669,5.77449042907574e-05,0.0001050774199635
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,43,810,4.616963150283482e-05,5.773559368738764e-05
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,44,982,4.434381276799589e-05,4.61647258399959e-05
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F6,45,377,4.41445138828082e-05,4.434338694636608e-05
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,3,1,3510849.0593307745,3510849.0593307745
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,5,1,2607000.7007577824,2607000.7007577824
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,7,1,2216696.2412601053,2216696.2412601053
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,8,1,1925877.0600510717,1925877.0600510717
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,9,1,1680294.550282157,1680294.550282157
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,10,2,1289064.2825236863,1462733.8938076484
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,11,1,1198286.9144064102,1198286.9144064102
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,12,3,914061.7938918084,1114034.250347694
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,13,2,795461.1179934912,848874.0033220083
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,14,3,640982.8685135302,744976.5286351142
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,15,4,541531.3279992662,608282.9913321459
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,16,5,456013.813974298,513826.1215681702
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,17,5,406745.96165715,439247.4183605693
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,18,7,378565.6633180331,403037.3920111212
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,19,8,350815.4438616832,372753.5121911059
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,20,10,326660.30478315003,348124.94987409323
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,21,12,313819.05286450026,326287.76366210706
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,22,14,302732.00461861404,313778.094733996
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,23,17,290944.7171569223,302732.00461861404
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,24,22,286891.8252785616,290869.4193320867
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,25,25,283087.67000379344,286413.49383199133
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,26,31,273270.0347791054,282819.12948435114
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,27,38,267772.099965018,273270.0347791054
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,28,46,259854.9843244929,267135.7239402373
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,29,55,248745.3400193737,259503.56164452908
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,30,67,233653.6258820436,248577.54209619315
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,31,81,223901.61890123755,233653.6258820436
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,32,98,210984.1585692135,223901.61890123755
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,33,119,192921.483649624,210894.2008139238
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,34,144,177987.53056998271,192624.5303393493
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,35,174,163735.70563764608,177954.13563597185
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,36,212,150180.20294803203,163735.68047415075
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,37,256,139464.17370605902,150174.8524151407
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,38,311,133126.98254873927,139403.58562940676
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,39,376,130784.63840826144,133124.30053894094
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,40,456,130506.94740884048,130784.232344544
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,41,552,130422.00323098972,130506.689023765
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,42,669,130407.92634200511,130421.99628607466
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,43,810,130407.09966680448,130407.9263101477
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,44,982,130405.06238956678,130407.09872671551
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F7,45,377,130405.06238956678,130405.06238956678
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,3,1,984.1455720522796,984.1455720522796
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,5,1,853.9005920029325,853.9005920029325
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,7,1,808.2418645548695,808.2418645548695
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,8,1,773.2043879795202,773.2043879795202
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,9,1,753.8561124394971,753.8561124394971
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,10,2,715.7745318969663,736.2661021290845
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,11,1,701.3891032055142,701.3891032055142
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,12,3,672.5979246536448,689.8034896496426
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,13,2,667.3273056420161,667.3273056420161
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,14,3,652.2535261720548,662.8222232547323
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,15,4,628.5978410173009,636.9126126669396
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,16,5,607.5960035945956,625.1088143286482
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,17,5,595.1830709916338,602.3635235196324
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,18,7,577.8443793306611,589.220197764489
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,19,8,564.4958513006658,577.7116865805522
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,20,10,555.3998007191714,564.0312439057142
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,21,12,551.874848912683,555.3998007191714
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,22,14,535.6706190642967,551.7378858982121
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,23,17,518.9834079181932,530.057155851201
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,24,22,508.4797104764335,518.9834079181932
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,25,25,493.1398464370143,508.4797104764335
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,26,31,483.5396382163804,493.1398464370143
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,27,38,474.31663457355256,483.5396382163804
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,28,46,466.5743420802608,474.31663457355256
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,29,55,461.2225074727675,466.5743420802608
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,30,67,448.5511925693276,460.9886161754756
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,31,81,438.8032806230104,447.84147865734445
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,32,98,434.65619343109154,438.8032806230104
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,33,119,421.69898166208674,434.65619343109154
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,34,144,400.5339594084863,421.69898166208674
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,35,174,354.50024776674104,400.5339594084863
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,36,212,338.96389360192404,354.43476781832743
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,37,256,331.8558926889738,338.96233973715766
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,38,311,321.41447593584434,331.8552417903545
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,39,376,266.6901116161914,321.4144758975532
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,40,456,209.72902294186005,266.6598677217693
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,41,552,182.96719821373,209.6829808964952
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,42,669,166.761004896374,182.9668525943441
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,43,810,161.3496023448213,166.76061061636514
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,44,982,159.23729616234215,161.3495768256749
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F8,45,377,159.104292572968,159.23729616234215
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,3,1,67.71599994010877,67.71599994010877
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,5,1,48.71226089527213,48.71226089527213
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,7,1,44.15365463524611,44.15365463524611
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,8,1,39.524111330762544,39.524111330762544
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,9,1,36.42102038857326,36.42102038857326
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,10,2,31.080449980541385,32.89190255820427
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,11,1,29.57975431684611,29.57975431684611
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,12,3,26.08951813000948,28.20299335535265
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,13,2,24.33716750079075,25.11262628000709
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,14,3,21.65449395553075,22.961291354854712
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,15,4,19.42849278713767,21.40469658574392
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,16,5,17.131928193185352,18.776183804584125
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,17,5,16.038478594605667,16.52523334752268
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,18,7,15.190525670765584,15.886317882311957
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,19,8,14.07528612180612,15.112187311735124
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,20,10,13.19235236945101,13.870524858572614
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,21,12,12.465657106630609,13.19235236945101
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,22,14,11.836158124746252,12.44356986499906
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,23,17,10.95015686224252,11.794786997285614
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,24,22,10.373607727190002,10.94220989808773
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,25,25,9.660990669395463,10.190824693369263
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,26,31,9.076700220038587,9.56297547038408
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,27,38,8.660585953454797,9.02979629884542
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,28,46,8.00534923627697,8.612769776366557
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,29,55,7.567093239769573,8.00534923627697
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,30,67,7.259283415804183,7.553905675289801
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,31,81,6.843257801329177,7.259283415804183
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,32,98,6.347982366885117,6.841645696575082
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,33,119,5.891673486980832,6.347982366885117
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,34,144,5.226599034249708,5.87454941028636
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,35,174,4.769324934852887,5.226599033133599
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,36,212,4.431376418357266,4.766467694271323
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,37,256,4.067283891829155,4.430996763551506
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,38,311,3.69585954721858,4.067227590390515
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,39,376,3.3030768889809528,3.691441267669874
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,40,456,3.065027859231812,3.303037271333282
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,41,552,2.872432068681515,3.06479892116777
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,42,669,2.821661046152739,2.8723582070590585
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,43,810,2.82163410500818,2.8216609169260134
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,44,982,2.8064897921034877,2.8216341041218245
results\cec\cec2017_mean_curves.csv,PSO-AW,CEC2017-F9,45,377,2.806489775366371,2.806489791876773
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,3,1,82494590252.99567,82494590252.99567
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,5,1,58235821656.57933,58235821656.57933
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,7,1,50106985676.591705,50106985676.591705
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,8,1,43909217214.08349,43909217214.08349
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,9,1,37738381092.72595,37738381092.72595
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,10,2,28961904112.649456,32841492773.619343
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,11,1,25118410213.005737,25118410213.005737
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,12,3,17973714494.30232,22616628739.503445
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,13,2,15105179799.167292,16387423734.841074
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,14,3,11725220663.973211,13967699649.67892
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,15,4,9200054677.99792,10899108523.083656
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,16,5,7406078947.498046,8833405105.815771
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,17,5,6064320419.881271,7289005978.171166
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,18,7,5133412177.026738,5966281344.242888
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,19,8,4492166685.483576,4987269307.655347
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,20,10,3847530899.731585,4431260866.413706
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,21,12,3267298114.9420533,3803434161.986726
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,22,14,2771371342.2856894,3198177346.537543
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,23,17,2373064353.944685,2718675586.162896
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,24,22,1969867979.6173563,2361139476.1691694
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,25,25,1700472462.0215938,1961322604.7130392
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,26,31,1489598702.2043076,1699332663.5996523
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,27,38,1341270327.7841756,1487074665.6995063
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,28,46,1214506486.418583,1340513406.3845458
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,29,55,1118990349.393956,1212551206.2909276
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,30,67,1035070365.497298,1116351107.4262471
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,31,81,979517049.2560978,1033758221.9533248
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,32,98,911281562.621486,978843399.652321
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,33,119,872685707.016224,910344233.5090692
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,34,144,853053098.7465082,872530803.7148979
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,35,174,838966656.6575325,852770649.2767147
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,36,212,828573715.957183,838908336.4357498
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,37,256,823445144.2004744,828550930.4649373
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,38,311,821383896.8573413,823439590.9271941
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,39,376,819877243.477242,821383810.4804399
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,40,456,819458739.4999579,819876593.9588417
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,41,552,819307610.0608141,819458189.1925839
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,42,669,216400946.7133695,819307424.9737475
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,43,810,60518657.85573947,215982310.42577904
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,44,982,34621065.89097851,60516523.06477876
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F1,45,377,5655647.124171669,34620064.9127483
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,3,1,6659.698464832784,6659.698464832784
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,5,1,6464.771226542447,6464.771226542447
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,7,1,6166.255182491002,6166.255182491002
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,8,1,6042.472515437144,6042.472515437144
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,9,1,5788.799493007518,5788.799493007518
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,10,2,5595.311611132943,5677.555236195441
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,11,1,5592.604886508596,5592.604886508596
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,12,3,5487.660551493323,5587.756148546069
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,13,2,5284.769883589545,5365.919572544164
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,14,3,5133.06011076705,5254.662549969654
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,15,4,4877.55747180448,5108.492483434087
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,16,5,4745.856023146468,4858.742369111028
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,17,5,4630.65034004216,4694.867939675351
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,18,7,4254.8611333019335,4476.952100306662
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,19,8,4019.623729560336,4199.186487083252
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,20,10,3979.5087581477937,4019.623729560336
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,21,12,3882.8171895525143,3941.9015714316974
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,22,14,3675.744054242374,3869.451734672482
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,23,17,3411.18978839626,3673.821519024679
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,24,22,3180.7361268434647,3408.1974785409016
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,25,25,2787.869244589318,3159.8868809300056
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,26,31,2481.1789521762453,2787.3678006063847
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,27,38,2277.4408055302274,2456.1568193722105
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,28,46,1870.326329639731,2258.3491141964246
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,29,55,1702.2447838205487,1864.2569567003752
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,30,67,1534.0794566594263,1664.9442662234223
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,31,81,1278.7173002814973,1534.077953570098
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,32,98,912.7999099898208,1255.1622195559066
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,33,119,603.5571153883487,911.5521123382648
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,34,144,303.4501698876326,603.539519722393
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,35,174,-90.49075768579338,301.2872981567688
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,36,212,-355.7016608368488,-91.12339949336456
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,37,256,-780.5823265387842,-356.01278474346583
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,38,311,-1229.466756401958,-780.5939611980907
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,39,376,-1557.4259718951705,-1232.6527363128473
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,40,456,-1878.2731040278,-1557.7478806606864
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,41,552,-2148.8346961799703,-1878.846649451171
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,42,669,-2550.274185025204,-2150.296813499415
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,43,810,-3060.4585712499024,-2551.617994600691
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,44,982,-3292.8334000339423,-3060.558987841161
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F10,45,377,-3350.915613717942,-3292.9356003994617
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F11,3,1,906891079.3888464,906891079.3888464
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F11,5,1,241602507.70069045,241602507.70069045
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F11,7,1,60721331.2978848,60721331.2978848
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F11,8,1,25628134.13687213,25628134.13687213
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F11,9,1,13303404.806061145,13303404.806061145
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F11,10,2,4832131.180165852,8259721.221828175
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F11,11,1,3749022.088882337,3749022.088882337
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F11,12,3,1688076.2756902229,2777943.256390311
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F11,13,2,1050956.860016174,1237626.0952088982
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F11,14,3,685706.1602875728,926015.6183864226
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F11,15,4,533739.6317896075,639692.1704048882
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F11,16,5,367820.01583773823,483463.0366500304
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F11,17,5,324440.1834923415,351017.58309843024
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F11,18,7,287197.77363179787,316340.17932870967
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F11,19,8,256421.8800210484,279877.7271086268
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F11,20,10,237531.8276287437,254152.89915175276
results\cec\cec2017_mean_curves.csv,PSO-RS,CEC2017-F11,21,12,226784.5084638654,236819.4886759776
