Function,Algorithm,Mean,Std,Best,Worst,Median,AvgRestart
CEC2017-F6,ARPSO-EIS,9.571695022714266e-05,0.00014585900795950155,4.362163963378407e-10,0.0005158027997822501,2.0698760124560067e-05,68.73333333333333
CEC2017-F6,ARPSO-v4,0.00010070105172796199,0.0001816174590687534,6.924665285623632e-10,0.0008579990820862804,9.4683260272177e-06,72.03333333333333
CEC2017-F6,CLPSO,0.00017181033722787713,8.738532190299348e-05,4.26237546662378e-05,0.000386525067256116,0.00016240916909282532,0.0
CEC2017-F6,DE,9.31762921633587e-09,2.300166217219349e-08,4.547473508864641e-13,8.215465641114861e-08,1.255102688446641e-10,0.0
CEC2017-F6,GA,0.00021912289384999893,0.0002213903620378254,1.364537865811144e-05,0.0009237548798637363,0.00013230838862909877,0.0
CEC2017-F6,HPSO-TVAC,6.02095500729168e-05,0.00018376741251770857,2.852402758435346e-10,0.0009745231982378755,7.493059570151672e-06,0.0
CEC2017-F6,PSO,7.199306469374278e-05,9.783359408019839e-05,1.0294991170667345e-07,0.00042573024336434173,3.737627179134506e-05,0.0
CEC2017-F6,PSO-AW,4.4144513882808196e-05,4.635843962182252e-05,3.64717266165826e-07,0.00022005970902228,3.4467270779714454e-05,0.0
CEC2017-F6,PSO-RS,0.000155586873112649,0.00017997570871306498,2.0216612028889358e-07,0.0007700710391418397,8.40793861129896e-05,8.7
CEC2017-F7,ARPSO-EIS,169.90894479591415,29.350229004124117,111.29282686680631,218.07035067218226,171.1713063709842,74.0
CEC2017-F7,ARPSO-v4,156.94398792095743,35.38662919064778,105.31002558737305,254.42946620934504,149.33969216471974,74.0
CEC2017-F7,CLPSO,108.7764094173573,10.987856332090372,87.93984111359873,138.9660850201335,107.11899877090224,0.0
CEC2017-F7,DE,105.11845327843162,66.78220033345139,44.99414950266521,207.9897235819974,68.58544385248871,0.0
CEC2017-F7,GA,1192.9653607813277,214.85404966423962,882.185899586867,1680.8655423803925,1156.5682439949514,0.0
CEC2017-F7,HPSO-TVAC,28457.357118355263,31312.27426785057,94.72844845119107,127267.20851750016,20271.735607880088,0.0
CEC2017-F7,PSO,93034.25458467171,95443.77578413366,14266.415567440881,390923.2432283527,63356.05898181022,0.0
CEC2017-F7,PSO-AW,130405.06238956677,85396.60706894523,109.44513264623674,365506.4430987296,119521.2026386048,0.0
CEC2017-F7,PSO-RS,996.0783250981116,2610.071147472025,208.2756136883803,14707.594770696045,412.2099719082631,8.833333333333334
CEC2017-F8,ARPSO-EIS,152.7500000002138,48.020604414583104,74.0,302.00000000641376,142.0,59.63333333333333
CEC2017-F8,ARPSO-v4,160.93333333333334,41.631332144094955,86.0,252.0,157.0,60.4
CEC2017-F8,CLPSO,132.88491410562492,16.84640244073899,84.07827951684874,164.1134797732177,135.67357168081122,0.0
CEC2017-F8,DE,269.32985717895747,80.1670097515241,50.00001116454894,333.60416023035987,297.7022082851829,0.0
CEC2017-F8,GA,152.57759651258093,40.54855315755257,87.65548711927352,260.150486325412,147.3879866022022,0.0
CEC2017-F8,HPSO-TVAC,130.55,32.00602044659076,74.0,208.0,130.0,0.0
CEC2017-F8,PSO,196.41780075678793,68.88208868021874,102.00078515388407,428.43230560124584,180.0004353766119,0.0
CEC2017-F8,PSO-AW,159.104292572968,36.03976544025908,80.0,240.0,161.0,0.0
CEC2017-F8,PSO-RS,198.08983717517495,59.10649400121339,94.10092816706697,350.0049545882566,190.48256038335148,19.133333333333333
CEC2017-F9,ARPSO-EIS,1.5618027212995496,1.299563007129357,3.410605131648481e-13,5.633479293895562,1.3762776096807556,73.96666666666667
CEC2017-F9,ARPSO-v4,1.7276989614079108,1.9174007819110526,2.2737367544323206e-13,8.363531843386568,0.9525567278550398,74.0
CEC2017-F9,CLPSO,0.27837653678473845,0.18026966808579378,0.03112737686797118,0.7530832863897103,0.22128895621756328,0.0
CEC2017-F9,DE,0.07848218589558656,0.15413266745438925,0.0,0.45432401859102356,1.1368683772161603e-13,0.0
CEC2017-F9,GA,1.3217322281733839,1.2223156388136527,0.034497405241722845,5.121743586152547,1.0536396423142946,0.0
CEC2017-F9,HPSO-TVAC,0.44052588683646643,0.4385685418214171,1.1368683772161603e-13,2.1808854392548938,0.35852181013262907,0.0
CEC2017-F9,PSO,4.017223261282349,3.4876495339816667,6.559938697137113e-06,16.71664798355232,4.025366643333086,0.0
CEC2017-F9,PSO-AW,2.806489775366371,2.6345374885344386,0.08952825041660617,12.923686102027887,2.2180098092982803,0.0
CEC2017-F9,PSO-RS,4.4158214969113825,3.273484109479432,0.002596711914293337,10.799895206265319,3.6339090774694114,6.6
