source_file,Algorithm,FunctionID,Function,__rows,MeanError__sum,MeanError__count,MeanError__min,MeanError__max,StdError__sum,StdError__count,StdError__min,StdError__max,MedianError__sum,MedianError__count,MedianError__min,MedianError__max,BestError__sum,BestError__count,BestError__min,BestError__max,WorstError__sum,WorstError__count,WorstError__min,WorstError__max,AvgRestart__sum,AvgRestart__count,AvgRestart__min,AvgRestart__max,AvgRuntime__sum,AvgRuntime__count,AvgRuntime__min,AvgRuntime__max,MeanError__mean,StdError__mean,MedianError__mean,BestError__mean,WorstError__mean,AvgRestart__mean,AvgRuntime__mean
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-EIS,12,F12,1,314852.98666131555,1,314852.98666131555,314852.98666131555,451094.7471465785,1,451094.7471465785,451094.7471465785,235784.37254324777,1,235784.37254324777,235784.37254324777,46688.886044588944,1,46688.886044588944,46688.886044588944,2616337.292868452,1,2616337.292868452,2616337.292868452,2094.0666666666666,1,2094.0666666666666,2094.0666666666666,31.571588842074075,1,31.571588842074075,31.571588842074075,314852.98666131555,451094.7471465785,235784.37254324777,46688.886044588944,2616337.292868452,2094.0666666666666,31.571588842074075
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-EIS,13,F13,1,95516.8849038873,1,95516.8849038873,95516.8849038873,54703.36197981803,1,54703.36197981803,54703.36197981803,84668.05071925794,1,84668.05071925794,84668.05071925794,11111.132229893194,1,11111.132229893194,11111.132229893194,180006.33497451938,1,180006.33497451938,180006.33497451938,1454.8,1,1454.8,1454.8,37.2129553715388,1,37.2129553715388,37.2129553715388,95516.8849038873,54703.36197981803,84668.05071925794,11111.132229893194,180006.33497451938,1454.8,37.2129553715388
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-EIS,14,F14,1,155380.5395439379,1,155380.5395439379,155380.5395439379,234242.9908568805,1,234242.9908568805,234242.9908568805,105981.31480109016,1,105981.31480109016,105981.31480109016,21357.21844100805,1,21357.21844100805,21357.21844100805,1286608.310220668,1,1286608.310220668,1286608.310220668,2076.4333333333334,1,2076.4333333333334,2076.4333333333334,31.76771003405253,1,31.76771003405253,31.76771003405253,155380.5395439379,234242.9908568805,105981.31480109016,21357.21844100805,1286608.310220668,2076.4333333333334,31.76771003405253
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-EIS,15,F15,1,3348.3915360119804,1,3348.3915360119804,3348.3915360119804,7082.529601492244,1,7082.529601492244,7082.529601492244,1226.2621141309762,1,1226.2621141309762,1226.2621141309762,0.0,1,0.0,0.0,33874.90915010461,1,33874.90915010461,33874.90915010461,1658.8333333333333,1,1658.8333333333333,1658.8333333333333,97.59910864830016,1,97.59910864830016,97.59910864830016,3348.3915360119804,7082.529601492244,1226.2621141309762,0.0,33874.90915010461,1658.8333333333333,97.59910864830016
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-EIS,16,F16,1,1213.3545544949402,1,1213.3545544949402,1213.3545544949402,533.8778291784816,1,533.8778291784816,533.8778291784816,1165.2489783399446,1,1165.2489783399446,1165.2489783399446,239.83364763281065,1,239.83364763281065,239.83364763281065,2197.287049873171,1,2197.287049873171,2197.287049873171,1627.4,1,1627.4,1627.4,345.59208974043526,1,345.59208974043526,345.59208974043526,1213.3545544949402,533.8778291784816,1165.2489783399446,239.83364763281065,2197.287049873171,1627.4,345.59208974043526
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-EIS,17,F17,1,46855.02861843327,1,46855.02861843327,46855.02861843327,23635.21178833291,1,23635.21178833291,23635.21178833291,43225.36434051806,1,43225.36434051806,43225.36434051806,11371.973480944136,1,11371.973480944136,11371.973480944136,93066.30388555964,1,93066.30388555964,93066.30388555964,1488.5666666666666,1,1488.5666666666666,1488.5666666666666,41.08681788444519,1,41.08681788444519,41.08681788444519,46855.02861843327,23635.21178833291,43225.36434051806,11371.973480944136,93066.30388555964,1488.5666666666666,41.08681788444519
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-EIS,18,F18,1,87817.48861327466,1,87817.48861327466,87817.48861327466,45668.8239691448,1,45668.8239691448,45668.8239691448,87106.01940355613,1,87106.01940355613,87106.01940355613,11032.533859296736,1,11032.533859296736,11032.533859296736,219182.0885308491,1,219182.0885308491,219182.0885308491,1850.6333333333332,1,1850.6333333333332,1850.6333333333332,167.68006045818328,1,167.68006045818328,167.68006045818328,87817.48861327466,45668.8239691448,87106.01940355613,11032.533859296736,219182.0885308491,1850.6333333333332,167.68006045818328
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-EIS,19,F19,1,66.4591015127898,1,66.4591015127898,66.4591015127898,107.31943986448904,1,107.31943986448904,107.31943986448904,0.0,1,0.0,0.0,0.0,1,0.0,0.0,372.4443059075893,1,372.4443059075893,372.4443059075893,1751.8,1,1751.8,1751.8,298.4543270985285,1,298.4543270985285,298.4543270985285,66.4591015127898,107.31943986448904,0.0,0.0,372.4443059075893,1751.8,298.4543270985285
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-EIS,20,F20,1,308.0396547027592,1,308.0396547027592,308.0396547027592,158.72056780523417,1,158.72056780523417,158.72056780523417,353.8884845443388,1,353.8884845443388,353.8884845443388,100.00954427846771,1,100.00954427846771,100.00954427846771,597.5843828109628,1,597.5843828109628,597.5843828109628,2386.6,1,2386.6,2386.6,52.85825680891673,1,52.85825680891673,52.85825680891673,308.0396547027592,158.72056780523417,353.8884845443388,100.00954427846771,597.5843828109628,2386.6,52.85825680891673
results\cec2017_ablation6\ablation6_summary_results.csv,ARPSO-EIS,21,F21,1,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,1848.1666666666667,1,1848.1666666666667,1848.1666666666667,71.82586108048757,1,71.82586108048757,71.82586108048757,0.0,0.0,0.0,0.0,0.0,1848.1666666666667,71.82586108048757
